2025-03-03 14:36:47,652 INFO    StreamThr :31611 [internal.py:wandb_internal():85] W&B internal server running at pid: 31611, started at: 2025-03-03 14:36:47.648550
2025-03-03 14:36:47,661 DEBUG   HandlerThread:31611 [handler.py:handle_request():158] handle_request: status
2025-03-03 14:36:47,671 INFO    WriterThread:31611 [datastore.py:open_for_write():87] open: /share/nas2_3/adey/github/Neural-Compression-for-Radio-Astronomy/vqvae/wandb/run-20250303_143647-xsw8m4xu/run-xsw8m4xu.wandb
2025-03-03 14:36:47,672 DEBUG   SenderThread:31611 [sender.py:send():389] send: header
2025-03-03 14:36:47,742 DEBUG   SenderThread:31611 [sender.py:send():389] send: run
2025-03-03 14:36:48,130 INFO    SenderThread:31611 [dir_watcher.py:__init__():211] watching files in: /share/nas2_3/adey/github/Neural-Compression-for-Radio-Astronomy/vqvae/wandb/run-20250303_143647-xsw8m4xu/files
2025-03-03 14:36:48,130 INFO    SenderThread:31611 [sender.py:_start_run_threads():1157] run started: xsw8m4xu with start time 1741012607.648722
2025-03-03 14:36:48,155 DEBUG   HandlerThread:31611 [handler.py:handle_request():158] handle_request: run_start
2025-03-03 14:36:48,172 DEBUG   HandlerThread:31611 [system_info.py:__init__():26] System info init
2025-03-03 14:36:48,172 DEBUG   HandlerThread:31611 [system_info.py:__init__():41] System info init done
2025-03-03 14:36:48,172 INFO    HandlerThread:31611 [system_monitor.py:start():194] Starting system monitor
2025-03-03 14:36:48,173 INFO    SystemMonitor:31611 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-03-03 14:36:48,173 INFO    HandlerThread:31611 [system_monitor.py:probe():214] Collecting system info
2025-03-03 14:36:48,189 INFO    SystemMonitor:31611 [interfaces.py:start():188] Started cpu monitoring
2025-03-03 14:36:48,191 INFO    SystemMonitor:31611 [interfaces.py:start():188] Started disk monitoring
2025-03-03 14:36:48,193 INFO    SystemMonitor:31611 [interfaces.py:start():188] Started gpu monitoring
2025-03-03 14:36:48,194 INFO    SystemMonitor:31611 [interfaces.py:start():188] Started memory monitoring
2025-03-03 14:36:48,196 INFO    SystemMonitor:31611 [interfaces.py:start():188] Started network monitoring
2025-03-03 14:36:48,201 DEBUG   HandlerThread:31611 [system_info.py:probe():152] Probing system
2025-03-03 14:36:48,228 DEBUG   HandlerThread:31611 [system_info.py:_probe_git():137] Probing git
2025-03-03 14:36:48,243 DEBUG   HandlerThread:31611 [system_info.py:_probe_git():145] Probing git done
2025-03-03 14:36:48,243 DEBUG   HandlerThread:31611 [system_info.py:probe():200] Probing system done
